farm,irrigation,genotype,count
farm_12,rainfed,G4,3
farm_12,rainfed,G1,0
farm_12,rainfed,G3,1
farm_12,rainfed,G2,1
farm_12,rainfed,G4,2
farm_12,rainfed,G1,3
farm_12,rainfed,G3,2
farm_12,rainfed,G1,6
farm_12,rainfed,G4,0
farm_12,rainfed,G3,0
farm_12,rainfed,G2,3
farm_12,rainfed,G1,0
farm_12,rainfed,G4,1
farm_12,rainfed,G2,0
farm_12,rainfed,G4,1
farm_12,rainfed,G3,0
farm_12,rainfed,G4,10
farm_12,rainfed,G3,1
farm_12,rainfed,G2,3
farm_12,rainfed,G2,0
farm_12,rainfed,G4,1
farm_12,rainfed,G4,3
farm_12,rainfed,G1,1
farm_12,rainfed,G3,1
farm_12,rainfed,G2,0
farm_12,rainfed,G3,0
farm_12,rainfed,G3,0
farm_12,rainfed,G1,0
farm_12,rainfed,G3,3
farm_12,rainfed,G3,0
farm_12,rainfed,G2,1
farm_12,rainfed,G3,0
farm_12,rainfed,G4,3
farm_12,rainfed,G3,0
farm_12,rainfed,G4,1
farm_12,rainfed,G3,3
farm_12,rainfed,G3,1
farm_12,rainfed,G1,1
farm_12,rainfed,G1,1
farm_12,rainfed,G4,1
farm_12,rainfed,G4,1
farm_12,rainfed,G2,3
farm_12,rainfed,G1,0
farm_12,rainfed,G3,0
farm_12,rainfed,G4,0
farm_12,rainfed,G1,3
farm_12,rainfed,G3,0
farm_12,rainfed,G3,1
farm_12,rainfed,G3,5
farm_12,rainfed,G2,0
farm_12,rainfed,G1,2
farm_12,rainfed,G1,0
farm_12,rainfed,G3,0
farm_12,rainfed,G1,0
farm_12,rainfed,G2,5
farm_12,rainfed,G3,1
farm_12,rainfed,G4,0
farm_12,rainfed,G2,1
farm_12,rainfed,G1,0
farm_12,rainfed,G3,0
farm_12,rainfed,G2,0
farm_12,rainfed,G2,0
farm_12,rainfed,G4,0
farm_12,rainfed,G1,4
farm_12,rainfed,G1,0
farm_12,rainfed,G4,0
farm_12,rainfed,G3,0
farm_12,rainfed,G4,2
farm_12,rainfed,G2,5
farm_12,rainfed,G1,0
farm_12,rainfed,G4,2
farm_12,rainfed,G4,0
farm_12,rainfed,G1,0
farm_12,rainfed,G4,5
farm_12,rainfed,G3,2
farm_12,rainfed,G3,0
farm_12,rainfed,G4,0
farm_12,rainfed,G1,2
farm_12,rainfed,G4,3
farm_12,rainfed,G2,4
farm_12,rainfed,G1,1
farm_12,rainfed,G3,0
farm_12,rainfed,G1,3
farm_12,rainfed,G3,0
farm_12,rainfed,G2,6
farm_12,rainfed,G4,2
farm_12,rainfed,G1,4
farm_12,rainfed,G3,0
farm_12,rainfed,G4,4
farm_12,rainfed,G4,3
farm_12,rainfed,G3,1
farm_12,rainfed,G3,3
farm_12,rainfed,G2,0
farm_12,rainfed,G4,0
farm_12,rainfed,G2,9
farm_12,rainfed,G4,3
farm_12,rainfed,G1,0
farm_12,rainfed,G2,2
farm_13,drip,G1,2
farm_13,drip,G4,0
farm_13,drip,G1,0
farm_13,drip,G3,0
farm_13,drip,G3,0
farm_13,drip,G2,0
farm_13,drip,G4,1
farm_13,drip,G1,2
farm_13,drip,G3,0
farm_13,drip,G3,0
farm_13,drip,G3,1
farm_13,drip,G4,0
farm_13,drip,G1,2
farm_13,drip,G2,1
farm_13,drip,G4,0
farm_13,drip,G3,0
farm_13,drip,G3,1
farm_13,drip,G1,0
farm_13,drip,G3,0
farm_13,drip,G3,1
farm_13,drip,G4,2
farm_13,drip,G1,2
farm_13,drip,G4,0
farm_13,drip,G1,0
farm_13,drip,G1,3
farm_13,drip,G4,2
farm_13,drip,G2,2
farm_13,drip,G1,0
farm_13,drip,G3,2
farm_13,drip,G4,0
farm_13,drip,G1,0
farm_13,drip,G4,1
farm_13,drip,G1,1
farm_13,drip,G3,0
farm_13,drip,G4,0
farm_13,drip,G3,0
farm_13,drip,G1,0
farm_13,drip,G2,0
farm_13,drip,G1,0
farm_13,drip,G4,0
farm_13,drip,G1,0
farm_13,drip,G4,0
farm_13,drip,G2,0
farm_13,drip,G2,0
farm_13,drip,G3,3
farm_13,drip,G4,3
farm_13,drip,G2,7
farm_13,drip,G2,3
farm_13,drip,G3,0
farm_13,drip,G2,0
farm_13,drip,G1,0
farm_13,drip,G4,1
farm_13,drip,G1,0
farm_13,drip,G1,0
farm_13,drip,G3,1
farm_13,drip,G4,0
farm_13,drip,G2,0
farm_13,drip,G4,0
farm_13,drip,G3,0
farm_13,drip,G4,0
farm_13,drip,G4,4
farm_13,drip,G3,0
farm_13,drip,G2,0
farm_13,drip,G2,2
farm_13,drip,G2,3
farm_13,drip,G4,0
farm_13,drip,G4,0
farm_13,drip,G1,0
farm_13,drip,G3,0
farm_13,drip,G3,0
farm_13,drip,G4,1
farm_13,drip,G3,1
farm_13,drip,G3,1
farm_13,drip,G4,0
farm_13,drip,G2,3
farm_13,drip,G2,5
farm_13,drip,G1,0
farm_13,drip,G4,0
farm_13,drip,G2,3
farm_13,drip,G3,0
farm_13,drip,G1,0
farm_13,drip,G3,2
farm_13,drip,G2,0
farm_13,drip,G3,0
farm_13,drip,G2,0
farm_13,drip,G1,1
farm_13,drip,G1,0
farm_13,drip,G1,0
farm_14,overhead,G2,3
farm_14,overhead,G3,2
farm_14,overhead,G2,1
farm_14,overhead,G4,3
farm_14,overhead,G4,0
farm_14,overhead,G3,5
farm_14,overhead,G4,3
farm_14,overhead,G2,3
farm_14,overhead,G1,5
farm_14,overhead,G1,19
farm_14,overhead,G3,2
farm_14,overhead,G1,12
farm_14,overhead,G2,0
farm_14,overhead,G2,7
farm_14,overhead,G2,0
farm_14,overhead,G1,5
farm_14,overhead,G3,0
farm_14,overhead,G4,3
farm_14,overhead,G3,5
farm_14,overhead,G2,2
farm_14,overhead,G2,1
farm_14,overhead,G2,0
farm_14,overhead,G4,7
farm_14,overhead,G3,0
farm_14,overhead,G1,7
farm_14,overhead,G2,5
farm_14,overhead,G3,4
farm_14,overhead,G1,4
farm_14,overhead,G4,8
farm_14,overhead,G3,3
farm_14,overhead,G3,0
farm_14,overhead,G2,0
farm_14,overhead,G3,1
farm_14,overhead,G4,0
farm_14,overhead,G3,6
farm_14,overhead,G2,2
farm_14,overhead,G4,0
farm_14,overhead,G1,5
farm_14,overhead,G1,3
farm_14,overhead,G4,1
farm_14,overhead,G3,2
farm_14,overhead,G1,0
farm_14,overhead,G3,0
farm_14,overhead,G3,1
farm_14,overhead,G2,6
farm_14,overhead,G3,0
farm_14,overhead,G4,3
farm_14,overhead,G1,5
farm_14,overhead,G1,2
farm_14,overhead,G1,1
farm_14,overhead,G3,1
farm_14,overhead,G1,0
farm_14,overhead,G2,2
farm_14,overhead,G1,0
farm_14,overhead,G2,3
farm_14,overhead,G4,5
farm_14,overhead,G1,0
farm_14,overhead,G4,8
farm_14,overhead,G4,3
farm_14,overhead,G2,0
farm_14,overhead,G2,1
farm_14,overhead,G2,2
farm_14,overhead,G4,6
farm_14,overhead,G3,3
farm_14,overhead,G3,2
farm_14,overhead,G2,4
farm_14,overhead,G4,10
farm_14,overhead,G2,0
farm_14,overhead,G2,3
farm_14,overhead,G4,2
farm_14,overhead,G3,2
farm_14,overhead,G1,9
farm_14,overhead,G3,1
farm_14,overhead,G4,0
farm_14,overhead,G1,2
farm_14,overhead,G2,0
farm_14,overhead,G3,2
farm_14,overhead,G2,5
farm_14,overhead,G2,5
farm_14,overhead,G1,5
farm_14,overhead,G2,0
farm_14,overhead,G4,0
farm_15,rainfed,G1,2
farm_15,rainfed,G3,0
farm_15,rainfed,G1,9
farm_15,rainfed,G2,5
farm_15,rainfed,G2,0
farm_15,rainfed,G4,17
farm_15,rainfed,G4,7
farm_15,rainfed,G4,10
farm_15,rainfed,G4,19
farm_15,rainfed,G1,1
farm_15,rainfed,G4,3
farm_15,rainfed,G4,0
farm_15,rainfed,G3,0
farm_15,rainfed,G1,13
farm_15,rainfed,G3,0
farm_15,rainfed,G2,13
farm_15,rainfed,G3,0
farm_15,rainfed,G3,1
farm_15,rainfed,G3,4
farm_15,rainfed,G1,0
farm_15,rainfed,G4,0
farm_15,rainfed,G1,0
farm_15,rainfed,G4,2
farm_15,rainfed,G1,10
farm_15,rainfed,G4,4
farm_15,rainfed,G1,2
farm_15,rainfed,G2,4
farm_15,rainfed,G2,8
farm_15,rainfed,G1,0
farm_15,rainfed,G4,4
farm_15,rainfed,G1,1
farm_15,rainfed,G4,9
farm_15,rainfed,G2,12
farm_15,rainfed,G1,16
farm_15,rainfed,G3,0
farm_15,rainfed,G2,0
farm_15,rainfed,G1,7
farm_15,rainfed,G1,6
farm_15,rainfed,G2,1
farm_15,rainfed,G1,3
farm_15,rainfed,G3,0
farm_15,rainfed,G3,2
farm_15,rainfed,G4,4
farm_15,rainfed,G4,0
farm_15,rainfed,G1,0
farm_15,rainfed,G3,2
farm_15,rainfed,G4,6
farm_15,rainfed,G4,1
farm_15,rainfed,G1,1
farm_15,rainfed,G3,0
farm_15,rainfed,G3,1
farm_15,rainfed,G2,5
farm_15,rainfed,G2,6
farm_15,rainfed,G2,4
farm_15,rainfed,G4,4
farm_15,rainfed,G4,1
farm_15,rainfed,G3,0
farm_15,rainfed,G3,0
farm_15,rainfed,G3,5
farm_15,rainfed,G1,3
farm_15,rainfed,G3,5
farm_15,rainfed,G2,2
farm_15,rainfed,G1,1
farm_15,rainfed,G4,7
farm_15,rainfed,G3,0
farm_15,rainfed,G4,11
farm_15,rainfed,G4,0
farm_15,rainfed,G1,0
farm_15,rainfed,G4,8
farm_15,rainfed,G3,5
farm_15,rainfed,G3,6
farm_15,rainfed,G1,5
farm_15,rainfed,G1,10
farm_15,rainfed,G4,4
farm_15,rainfed,G1,14
farm_15,rainfed,G4,0
farm_15,rainfed,G1,2
farm_15,rainfed,G3,0
farm_15,rainfed,G4,16
farm_15,rainfed,G2,6
farm_15,rainfed,G1,8
farm_15,rainfed,G2,13
farm_15,rainfed,G1,3
farm_15,rainfed,G3,3
farm_15,rainfed,G1,5
farm_15,rainfed,G4,4
farm_15,rainfed,G1,10
farm_16,overhead,G2,6
farm_16,overhead,G4,5
farm_16,overhead,G1,1
farm_16,overhead,G3,1
farm_16,overhead,G4,1
farm_16,overhead,G2,9
farm_16,overhead,G2,6
farm_16,overhead,G3,8
farm_16,overhead,G2,1
farm_16,overhead,G4,2
farm_16,overhead,G1,2
farm_16,overhead,G1,0
farm_16,overhead,G1,4
farm_16,overhead,G1,2
farm_16,overhead,G1,0
farm_16,overhead,G2,3
farm_16,overhead,G4,7
farm_16,overhead,G1,3
farm_16,overhead,G3,2
farm_16,overhead,G1,20
farm_16,overhead,G3,5
farm_16,overhead,G4,8
farm_16,overhead,G4,3
farm_16,overhead,G2,7
farm_16,overhead,G3,2
farm_16,overhead,G4,5
farm_16,overhead,G1,2
farm_16,overhead,G3,5
farm_16,overhead,G2,4
farm_16,overhead,G1,4
farm_16,overhead,G3,3
farm_16,overhead,G2,11
farm_16,overhead,G3,0
farm_16,overhead,G3,4
farm_16,overhead,G2,17
farm_16,overhead,G1,14
farm_16,overhead,G4,0
farm_16,overhead,G1,0
farm_16,overhead,G1,9
farm_16,overhead,G2,6
farm_16,overhead,G4,1
farm_16,overhead,G1,5
farm_16,overhead,G2,5
farm_16,overhead,G1,5
farm_16,overhead,G2,10
farm_16,overhead,G4,4
farm_16,overhead,G3,2
farm_16,overhead,G3,8
farm_16,overhead,G3,2
farm_16,overhead,G4,0
farm_16,overhead,G1,2
farm_16,overhead,G1,3
farm_16,overhead,G2,6
farm_16,overhead,G1,0
farm_16,overhead,G2,0
farm_16,overhead,G1,13
farm_16,overhead,G1,4
farm_16,overhead,G1,11
farm_16,overhead,G2,3
farm_16,overhead,G2,0
farm_16,overhead,G4,1
farm_16,overhead,G4,4
farm_16,overhead,G4,3
farm_16,overhead,G3,5
farm_16,overhead,G4,3
farm_16,overhead,G3,3
farm_16,overhead,G4,7
farm_16,overhead,G3,8
farm_16,overhead,G1,3
farm_16,overhead,G1,4
farm_16,overhead,G2,6
farm_16,overhead,G1,4
farm_16,overhead,G4,3
farm_16,overhead,G1,1
farm_16,overhead,G1,2
farm_16,overhead,G4,14
farm_16,overhead,G2,11
farm_16,overhead,G1,0
farm_16,overhead,G1,7
farm_16,overhead,G1,6
farm_16,overhead,G1,1
farm_16,overhead,G3,0
farm_16,overhead,G2,5
farm_16,overhead,G2,3
farm_16,overhead,G1,3
farm_16,overhead,G4,5
farm_17,rainfed,G1,0
farm_17,rainfed,G4,9
farm_17,rainfed,G2,12
farm_17,rainfed,G3,5
farm_17,rainfed,G3,0
farm_17,rainfed,G3,10
farm_17,rainfed,G4,7
farm_17,rainfed,G4,4
farm_17,rainfed,G2,0
farm_17,rainfed,G2,7
farm_17,rainfed,G1,0
farm_17,rainfed,G4,7
farm_17,rainfed,G2,0
farm_17,rainfed,G3,2
farm_17,rainfed,G1,3
farm_17,rainfed,G2,10
farm_17,rainfed,G3,6
farm_17,rainfed,G1,1
farm_17,rainfed,G3,15
farm_17,rainfed,G3,2
farm_17,rainfed,G3,6
farm_17,rainfed,G1,1
farm_17,rainfed,G1,4
farm_17,rainfed,G3,1
farm_17,rainfed,G2,4
farm_17,rainfed,G4,19
farm_17,rainfed,G3,0
farm_17,rainfed,G1,0
farm_17,rainfed,G1,2
farm_17,rainfed,G4,0
farm_17,rainfed,G4,11
farm_17,rainfed,G4,1
farm_17,rainfed,G1,2
farm_17,rainfed,G1,1
farm_17,rainfed,G1,2
farm_17,rainfed,G4,3
farm_17,rainfed,G3,2
farm_17,rainfed,G3,0
farm_17,rainfed,G4,8
farm_17,rainfed,G4,1
farm_17,rainfed,G3,3
farm_17,rainfed,G4,28
farm_17,rainfed,G3,6
farm_17,rainfed,G2,2
farm_17,rainfed,G3,4
farm_17,rainfed,G3,7
farm_17,rainfed,G1,5
farm_17,rainfed,G1,0
farm_17,rainfed,G4,13
farm_17,rainfed,G2,11
farm_17,rainfed,G1,4
farm_17,rainfed,G3,5
farm_17,rainfed,G2,5
farm_17,rainfed,G1,7
farm_17,rainfed,G3,8
farm_17,rainfed,G1,5
farm_17,rainfed,G1,8
farm_17,rainfed,G3,0
farm_17,rainfed,G4,1
farm_17,rainfed,G4,0
farm_17,rainfed,G3,7
farm_17,rainfed,G2,2
farm_17,rainfed,G4,14
farm_17,rainfed,G1,13
farm_17,rainfed,G4,13
farm_17,rainfed,G3,0
farm_17,rainfed,G3,3
farm_17,rainfed,G2,3
farm_17,rainfed,G4,3
farm_17,rainfed,G3,2
farm_17,rainfed,G4,0
farm_17,rainfed,G4,5
farm_17,rainfed,G3,4
farm_17,rainfed,G3,3
farm_17,rainfed,G1,1
farm_17,rainfed,G2,25
farm_17,rainfed,G3,1
farm_17,rainfed,G4,0
farm_17,rainfed,G3,0
farm_17,rainfed,G2,2
farm_17,rainfed,G3,6
farm_17,rainfed,G1,7
farm_17,rainfed,G1,2
farm_17,rainfed,G4,1
farm_17,rainfed,G3,4
farm_17,rainfed,G2,0
farm_17,rainfed,G2,4
farm_17,rainfed,G1,3
farm_17,rainfed,G1,7
farm_18,rainfed,G3,1
farm_18,rainfed,G2,3
farm_18,rainfed,G1,9
farm_18,rainfed,G3,0
farm_18,rainfed,G1,13
farm_18,rainfed,G3,1
farm_18,rainfed,G4,4
farm_18,rainfed,G1,3
farm_18,rainfed,G2,26
farm_18,rainfed,G3,1
farm_18,rainfed,G4,2
farm_18,rainfed,G2,10
farm_18,rainfed,G3,3
farm_18,rainfed,G4,6
farm_18,rainfed,G4,11
farm_18,rainfed,G2,6
farm_18,rainfed,G4,0
farm_18,rainfed,G2,5
farm_18,rainfed,G2,4
farm_18,rainfed,G3,0
farm_18,rainfed,G4,2
farm_18,rainfed,G4,2
farm_18,rainfed,G2,5
farm_18,rainfed,G2,2
farm_18,rainfed,G4,3
farm_18,rainfed,G3,6
farm_18,rainfed,G4,2
farm_18,rainfed,G3,1
farm_18,rainfed,G3,4
farm_18,rainfed,G4,3
farm_18,rainfed,G2,3
farm_18,rainfed,G3,10
farm_18,rainfed,G1,1
farm_18,rainfed,G2,5
farm_18,rainfed,G2,10
farm_18,rainfed,G2,3
farm_18,rainfed,G4,0
farm_18,rainfed,G3,2
farm_18,rainfed,G1,1
farm_18,rainfed,G4,1
farm_18,rainfed,G1,2
farm_18,rainfed,G4,6
farm_18,rainfed,G3,0
farm_18,rainfed,G1,6
farm_18,rainfed,G2,6
farm_18,rainfed,G1,5
farm_18,rainfed,G4,4
farm_18,rainfed,G1,0
farm_18,rainfed,G3,0
farm_18,rainfed,G1,0
farm_18,rainfed,G1,5
farm_18,rainfed,G2,13
farm_18,rainfed,G4,4
farm_18,rainfed,G2,0
farm_18,rainfed,G3,4
farm_18,rainfed,G3,7
farm_18,rainfed,G4,6
farm_18,rainfed,G3,7
farm_18,rainfed,G4,8
farm_18,rainfed,G3,0
farm_18,rainfed,G3,1
farm_18,rainfed,G2,5
farm_18,rainfed,G1,4
farm_18,rainfed,G4,3
farm_18,rainfed,G4,1
farm_18,rainfed,G4,6
farm_18,rainfed,G4,5
farm_18,rainfed,G2,8
farm_18,rainfed,G4,6
farm_18,rainfed,G3,0
farm_18,rainfed,G3,4
farm_18,rainfed,G2,6
farm_18,rainfed,G4,2
farm_18,rainfed,G2,0
farm_18,rainfed,G2,2
farm_18,rainfed,G2,0
farm_18,rainfed,G2,1
farm_18,rainfed,G3,0
farm_18,rainfed,G3,3
farm_18,rainfed,G2,4
farm_18,rainfed,G3,1
farm_18,rainfed,G1,2
farm_18,rainfed,G4,15
farm_18,rainfed,G1,2
farm_18,rainfed,G4,4
farm_18,rainfed,G3,0
farm_18,rainfed,G2,6
farm_18,rainfed,G1,5
farm_19,drip,G3,0
farm_19,drip,G3,0
farm_19,drip,G4,0
farm_19,drip,G2,1
farm_19,drip,G4,0
farm_19,drip,G2,4
farm_19,drip,G3,0
farm_19,drip,G4,8
farm_19,drip,G4,1
farm_19,drip,G3,0
farm_19,drip,G1,5
farm_19,drip,G2,1
farm_19,drip,G1,0
farm_19,drip,G1,0
farm_19,drip,G3,0
farm_19,drip,G4,1
farm_19,drip,G1,2
farm_19,drip,G2,0
farm_19,drip,G2,0
farm_19,drip,G3,0
farm_19,drip,G2,0
farm_19,drip,G3,1
farm_19,drip,G3,3
farm_19,drip,G4,2
farm_19,drip,G4,0
farm_19,drip,G4,0
farm_19,drip,G2,5
farm_19,drip,G3,2
farm_19,drip,G4,0
farm_19,drip,G3,1
farm_19,drip,G4,0
farm_19,drip,G2,0
farm_19,drip,G4,0
farm_19,drip,G2,0
farm_19,drip,G3,1
farm_19,drip,G4,0
farm_19,drip,G3,0
farm_19,drip,G2,1
farm_19,drip,G1,0
farm_19,drip,G1,0
farm_19,drip,G3,4
farm_19,drip,G3,1
farm_19,drip,G4,2
farm_19,drip,G1,0
farm_19,drip,G4,4
farm_19,drip,G2,0
farm_19,drip,G4,0
farm_19,drip,G2,1
farm_19,drip,G4,2
farm_19,drip,G3,0
farm_19,drip,G2,0
farm_19,drip,G3,1
farm_19,drip,G1,2
farm_19,drip,G2,1
farm_19,drip,G4,0
farm_19,drip,G4,0
farm_19,drip,G2,0
farm_19,drip,G4,0
farm_19,drip,G1,0
farm_19,drip,G3,0
farm_19,drip,G2,0
farm_19,drip,G3,1
farm_19,drip,G3,0
farm_19,drip,G4,3
farm_19,drip,G1,0
farm_19,drip,G4,0
farm_19,drip,G2,4
farm_19,drip,G2,0
farm_19,drip,G1,2
farm_19,drip,G1,0
farm_19,drip,G2,0
farm_19,drip,G4,0
farm_19,drip,G3,0
farm_19,drip,G3,0
farm_19,drip,G3,2
farm_19,drip,G4,0
farm_19,drip,G2,1
farm_19,drip,G2,2
farm_19,drip,G3,1
farm_19,drip,G4,0
farm_19,drip,G1,0
farm_19,drip,G3,1
farm_19,drip,G1,1
farm_19,drip,G3,0
farm_19,drip,G3,0
farm_19,drip,G3,0
farm_19,drip,G4,0
farm_19,drip,G4,0
farm_19,drip,G2,2
farm_19,drip,G4,2
farm_19,drip,G1,0
farm_19,drip,G4,0
farm_19,drip,G1,2
farm_19,drip,G4,0
farm_19,drip,G3,0
farm_19,drip,G1,1
farm_19,drip,G2,1
farm_19,drip,G4,3
farm_20,rainfed,G3,0
farm_20,rainfed,G2,7
farm_20,rainfed,G3,5
farm_20,rainfed,G1,5
farm_20,rainfed,G4,8
farm_20,rainfed,G2,7
farm_20,rainfed,G3,3
farm_20,rainfed,G3,1
farm_20,rainfed,G4,22
farm_20,rainfed,G2,2
farm_20,rainfed,G3,9
farm_20,rainfed,G2,0
farm_20,rainfed,G3,3
farm_20,rainfed,G2,16
farm_20,rainfed,G4,2
farm_20,rainfed,G4,7
farm_20,rainfed,G1,3
farm_20,rainfed,G1,1
farm_20,rainfed,G3,6
farm_20,rainfed,G3,7
farm_20,rainfed,G4,5
farm_20,rainfed,G2,0
farm_20,rainfed,G2,6
farm_20,rainfed,G2,8
farm_20,rainfed,G4,1
farm_20,rainfed,G2,10
farm_20,rainfed,G2,2
farm_20,rainfed,G1,12
farm_20,rainfed,G4,0
farm_20,rainfed,G1,0
farm_20,rainfed,G3,4
farm_20,rainfed,G4,8
farm_20,rainfed,G3,0
farm_20,rainfed,G2,0
farm_20,rainfed,G2,7
farm_20,rainfed,G4,18
farm_20,rainfed,G3,6
farm_20,rainfed,G1,1
farm_20,rainfed,G3,0
farm_20,rainfed,G2,21
farm_20,rainfed,G4,9
farm_20,rainfed,G4,2
farm_20,rainfed,G1,14
farm_20,rainfed,G3,4
farm_20,rainfed,G2,44
farm_20,rainfed,G2,9
farm_20,rainfed,G3,0
farm_20,rainfed,G4,1
farm_20,rainfed,G1,11
farm_20,rainfed,G3,2
farm_20,rainfed,G1,6
farm_20,rainfed,G2,0
farm_20,rainfed,G1,6
farm_20,rainfed,G1,8
farm_20,rainfed,G4,3
farm_20,rainfed,G4,6
farm_20,rainfed,G1,4
farm_20,rainfed,G4,7
farm_20,rainfed,G4,1
farm_20,rainfed,G1,4
farm_20,rainfed,G1,4
farm_20,rainfed,G2,6
farm_20,rainfed,G4,9
farm_20,rainfed,G4,16
farm_20,rainfed,G4,0
farm_20,rainfed,G3,0
farm_20,rainfed,G2,4
farm_20,rainfed,G2,4
farm_20,rainfed,G4,9
farm_20,rainfed,G4,9
farm_20,rainfed,G2,2
farm_20,rainfed,G1,0
farm_20,rainfed,G1,1
farm_20,rainfed,G4,2
farm_20,rainfed,G3,6
farm_20,rainfed,G2,2
farm_20,rainfed,G4,15
farm_20,rainfed,G3,6
farm_20,rainfed,G3,8
farm_20,rainfed,G2,13
farm_20,rainfed,G1,8
farm_20,rainfed,G1,1
farm_20,rainfed,G2,2
farm_21,overhead,G3,5
farm_21,overhead,G2,11
farm_21,overhead,G4,2
farm_21,overhead,G2,16
farm_21,overhead,G3,9
farm_21,overhead,G1,0
farm_21,overhead,G2,8
farm_21,overhead,G2,8
farm_21,overhead,G1,19
farm_21,overhead,G3,8
farm_21,overhead,G3,6
farm_21,overhead,G4,10
farm_21,overhead,G4,0
farm_21,overhead,G1,14
farm_21,overhead,G3,4
farm_21,overhead,G4,26
farm_21,overhead,G1,8
farm_21,overhead,G3,7
farm_21,overhead,G3,5
farm_21,overhead,G3,0
farm_21,overhead,G2,0
farm_21,overhead,G4,27
farm_21,overhead,G4,44
farm_21,overhead,G2,12
farm_21,overhead,G4,4
farm_21,overhead,G1,4
farm_21,overhead,G3,18
farm_21,overhead,G2,1
farm_21,overhead,G3,24
farm_21,overhead,G3,4
farm_21,overhead,G4,9
farm_21,overhead,G3,3
farm_21,overhead,G4,18
farm_21,overhead,G3,0
farm_21,overhead,G4,2
farm_21,overhead,G2,22
farm_21,overhead,G2,4
farm_21,overhead,G2,1
farm_21,overhead,G1,9
farm_21,overhead,G2,11
farm_21,overhead,G4,22
farm_21,overhead,G4,23
farm_21,overhead,G1,5
farm_21,overhead,G2,13
farm_21,overhead,G3,0
farm_21,overhead,G2,33
farm_21,overhead,G1,6
farm_21,overhead,G1,2
farm_21,overhead,G3,12
farm_21,overhead,G1,0
farm_21,overhead,G1,12
farm_21,overhead,G4,16
farm_21,overhead,G2,8
farm_21,overhead,G3,1
farm_21,overhead,G3,14
farm_21,overhead,G3,6
farm_21,overhead,G1,12
farm_21,overhead,G2,9
farm_21,overhead,G4,17
farm_21,overhead,G2,10
farm_21,overhead,G1,15
farm_21,overhead,G2,25
farm_21,overhead,G4,10
farm_21,overhead,G1,19
farm_21,overhead,G4,21
farm_21,overhead,G3,0
farm_21,overhead,G3,5
farm_21,overhead,G1,8
farm_21,overhead,G3,0
farm_21,overhead,G3,1
farm_21,overhead,G2,12
farm_21,overhead,G2,15
farm_21,overhead,G4,4
farm_21,overhead,G2,4
farm_21,overhead,G1,22
farm_21,overhead,G2,1
farm_21,overhead,G2,20
farm_21,overhead,G4,5
farm_21,overhead,G4,17
farm_21,overhead,G2,13
farm_21,overhead,G3,3
farm_21,overhead,G4,1
farm_21,overhead,G1,8
farm_21,overhead,G3,0
farm_21,overhead,G2,7
farm_21,overhead,G2,7
farm_21,overhead,G2,0
farm_21,overhead,G2,5
farm_21,overhead,G2,39
farm_21,overhead,G4,11
farm_21,overhead,G4,20
farm_21,overhead,G4,0
farm_21,overhead,G1,5
farm_22,rainfed,G3,1
farm_22,rainfed,G3,0
farm_22,rainfed,G3,2
farm_22,rainfed,G2,0
farm_22,rainfed,G4,0
farm_22,rainfed,G2,9
farm_22,rainfed,G2,2
farm_22,rainfed,G3,0
farm_22,rainfed,G3,3
farm_22,rainfed,G1,0
farm_22,rainfed,G3,0
farm_22,rainfed,G3,2
farm_22,rainfed,G1,3
farm_22,rainfed,G4,1
farm_22,rainfed,G2,4
farm_22,rainfed,G1,2
farm_22,rainfed,G3,0
farm_22,rainfed,G3,2
farm_22,rainfed,G2,1
farm_22,rainfed,G1,0
farm_22,rainfed,G3,0
farm_22,rainfed,G3,1
farm_22,rainfed,G3,0
farm_22,rainfed,G1,5
farm_22,rainfed,G2,0
farm_22,rainfed,G4,4
farm_22,rainfed,G2,0
farm_22,rainfed,G2,2
farm_22,rainfed,G1,0
farm_22,rainfed,G3,2
farm_22,rainfed,G4,0
farm_22,rainfed,G1,0
farm_22,rainfed,G3,0
farm_22,rainfed,G2,4
farm_22,rainfed,G1,0
farm_22,rainfed,G3,0
farm_22,rainfed,G4,5
farm_22,rainfed,G4,0
farm_22,rainfed,G3,0
farm_22,rainfed,G3,0
farm_22,rainfed,G1,0
farm_22,rainfed,G4,1
farm_22,rainfed,G3,3
farm_22,rainfed,G4,1
farm_22,rainfed,G1,1
farm_22,rainfed,G2,2
farm_22,rainfed,G3,0
farm_22,rainfed,G2,5
farm_22,rainfed,G1,0
farm_22,rainfed,G2,2
farm_22,rainfed,G3,0
farm_22,rainfed,G4,0
farm_22,rainfed,G2,0
farm_22,rainfed,G3,1
farm_22,rainfed,G3,0
farm_22,rainfed,G2,10
farm_22,rainfed,G1,0
farm_22,rainfed,G4,1
farm_22,rainfed,G3,5
farm_22,rainfed,G1,1
farm_22,rainfed,G2,1
farm_22,rainfed,G2,1
farm_22,rainfed,G3,2
farm_22,rainfed,G1,3
farm_22,rainfed,G3,1
farm_22,rainfed,G4,4
farm_22,rainfed,G1,1
farm_22,rainfed,G3,0
farm_22,rainfed,G3,2
farm_22,rainfed,G3,1
farm_22,rainfed,G4,3
farm_22,rainfed,G2,3
farm_22,rainfed,G2,0
farm_22,rainfed,G3,0
farm_22,rainfed,G4,1
farm_22,rainfed,G4,0
farm_22,rainfed,G3,2
farm_22,rainfed,G1,0
farm_22,rainfed,G4,1
farm_22,rainfed,G1,3
farm_22,rainfed,G2,0
farm_22,rainfed,G3,4
