farm,irrigation,genotype,survival
farm_11,drip,G3,0
farm_12,rainfed,G4,0
farm_12,rainfed,G1,1
farm_12,rainfed,G3,0
farm_12,rainfed,G2,1
farm_12,rainfed,G4,0
farm_12,rainfed,G1,1
farm_12,rainfed,G3,1
farm_12,rainfed,G1,0
farm_12,rainfed,G4,1
farm_12,rainfed,G3,1
farm_12,rainfed,G2,1
farm_12,rainfed,G1,1
farm_12,rainfed,G4,0
farm_12,rainfed,G2,1
farm_12,rainfed,G4,1
farm_12,rainfed,G3,1
farm_12,rainfed,G4,1
farm_12,rainfed,G3,1
farm_12,rainfed,G2,1
farm_12,rainfed,G2,0
farm_12,rainfed,G4,0
farm_12,rainfed,G4,0
farm_12,rainfed,G1,1
farm_12,rainfed,G3,1
farm_12,rainfed,G2,1
farm_12,rainfed,G3,0
farm_12,rainfed,G3,1
farm_12,rainfed,G1,0
farm_12,rainfed,G3,0
farm_12,rainfed,G3,1
farm_12,rainfed,G2,1
farm_12,rainfed,G3,0
farm_12,rainfed,G4,0
farm_12,rainfed,G3,0
farm_12,rainfed,G4,1
farm_12,rainfed,G3,1
farm_12,rainfed,G3,1
farm_12,rainfed,G1,0
farm_12,rainfed,G1,1
farm_12,rainfed,G4,1
farm_12,rainfed,G4,0
farm_12,rainfed,G2,1
farm_12,rainfed,G1,1
farm_12,rainfed,G3,1
farm_12,rainfed,G4,1
farm_12,rainfed,G1,1
farm_12,rainfed,G3,0
farm_12,rainfed,G3,0
farm_12,rainfed,G3,0
farm_12,rainfed,G2,1
farm_12,rainfed,G1,0
farm_12,rainfed,G1,0
farm_12,rainfed,G3,1
farm_12,rainfed,G1,1
farm_12,rainfed,G2,1
farm_12,rainfed,G3,0
farm_12,rainfed,G4,1
farm_12,rainfed,G2,0
farm_12,rainfed,G1,1
farm_12,rainfed,G3,0
farm_12,rainfed,G2,1
farm_12,rainfed,G2,1
farm_12,rainfed,G4,1
farm_12,rainfed,G1,1
farm_12,rainfed,G1,0
farm_12,rainfed,G4,1
farm_12,rainfed,G3,0
farm_12,rainfed,G4,0
farm_12,rainfed,G2,1
farm_12,rainfed,G1,1
farm_12,rainfed,G4,0
farm_12,rainfed,G4,1
farm_12,rainfed,G1,1
farm_12,rainfed,G4,0
farm_12,rainfed,G3,0
farm_12,rainfed,G3,1
farm_12,rainfed,G4,1
farm_12,rainfed,G1,0
farm_12,rainfed,G4,1
farm_12,rainfed,G2,1
farm_12,rainfed,G1,0
farm_12,rainfed,G3,0
farm_12,rainfed,G1,0
farm_12,rainfed,G3,1
farm_12,rainfed,G2,0
farm_12,rainfed,G4,1
farm_12,rainfed,G1,0
farm_12,rainfed,G3,0
farm_12,rainfed,G4,1
farm_12,rainfed,G4,0
farm_12,rainfed,G3,0
farm_12,rainfed,G3,1
farm_12,rainfed,G2,1
farm_12,rainfed,G4,0
farm_12,rainfed,G2,1
farm_12,rainfed,G4,1
farm_12,rainfed,G1,0
farm_12,rainfed,G2,1
farm_13,drip,G1,0
farm_13,drip,G4,1
farm_13,drip,G1,1
farm_13,drip,G3,1
farm_13,drip,G3,0
farm_13,drip,G2,1
farm_13,drip,G4,1
farm_13,drip,G1,1
farm_13,drip,G3,0
farm_13,drip,G3,1
farm_13,drip,G3,0
farm_13,drip,G4,0
farm_13,drip,G1,1
farm_13,drip,G2,1
farm_13,drip,G4,1
farm_13,drip,G3,1
farm_13,drip,G3,1
farm_13,drip,G1,0
farm_13,drip,G3,1
farm_13,drip,G3,0
farm_13,drip,G4,0
farm_13,drip,G1,1
farm_13,drip,G4,1
farm_13,drip,G1,0
farm_13,drip,G1,1
farm_13,drip,G4,1
farm_13,drip,G2,1
farm_13,drip,G1,1
farm_13,drip,G3,1
farm_13,drip,G4,0
farm_13,drip,G1,1
farm_13,drip,G4,1
farm_13,drip,G1,1
farm_13,drip,G3,1
farm_13,drip,G4,1
farm_13,drip,G3,0
farm_13,drip,G1,1
farm_13,drip,G2,1
farm_13,drip,G1,1
farm_13,drip,G4,1
farm_13,drip,G1,0
farm_13,drip,G4,1
farm_13,drip,G2,1
farm_13,drip,G2,1
farm_13,drip,G3,0
farm_13,drip,G4,0
farm_13,drip,G2,1
farm_13,drip,G2,1
farm_13,drip,G3,0
farm_13,drip,G2,1
farm_13,drip,G1,1
farm_13,drip,G4,1
farm_13,drip,G1,0
farm_13,drip,G1,1
farm_13,drip,G3,1
farm_13,drip,G4,1
farm_13,drip,G2,1
farm_13,drip,G4,1
farm_13,drip,G3,1
farm_13,drip,G4,1
farm_13,drip,G4,1
farm_13,drip,G3,1
farm_13,drip,G2,1
farm_13,drip,G2,1
farm_13,drip,G2,1
farm_13,drip,G4,1
farm_13,drip,G4,1
farm_13,drip,G1,1
farm_13,drip,G3,0
farm_13,drip,G3,1
farm_13,drip,G4,1
farm_13,drip,G3,1
farm_13,drip,G3,0
farm_13,drip,G4,1
farm_13,drip,G2,0
farm_13,drip,G2,1
farm_13,drip,G1,1
farm_13,drip,G4,1
farm_13,drip,G2,1
farm_13,drip,G3,0
farm_13,drip,G1,0
farm_13,drip,G3,1
farm_13,drip,G2,1
farm_13,drip,G3,0
farm_13,drip,G2,1
farm_13,drip,G1,0
farm_13,drip,G1,0
farm_13,drip,G1,1
farm_14,overhead,G2,1
farm_14,overhead,G3,1
farm_14,overhead,G2,0
farm_14,overhead,G4,1
farm_14,overhead,G4,1
farm_14,overhead,G3,1
farm_14,overhead,G4,0
farm_14,overhead,G2,1
farm_14,overhead,G1,1
farm_14,overhead,G1,1
farm_14,overhead,G3,1
farm_14,overhead,G1,0
farm_14,overhead,G2,1
farm_14,overhead,G2,1
farm_14,overhead,G2,1
farm_14,overhead,G1,0
farm_14,overhead,G3,1
farm_14,overhead,G4,1
farm_14,overhead,G3,0
farm_14,overhead,G2,1
farm_14,overhead,G2,1
farm_14,overhead,G2,1
farm_14,overhead,G4,1
farm_14,overhead,G3,0
farm_14,overhead,G1,1
farm_14,overhead,G2,1
farm_14,overhead,G3,1
farm_14,overhead,G1,1
farm_14,overhead,G4,1
farm_14,overhead,G3,1
farm_14,overhead,G3,0
farm_14,overhead,G2,1
farm_14,overhead,G3,1
farm_14,overhead,G4,1
farm_14,overhead,G3,1
farm_14,overhead,G2,1
farm_14,overhead,G4,1
farm_14,overhead,G1,1
farm_14,overhead,G1,1
farm_14,overhead,G4,0
farm_14,overhead,G3,0
farm_14,overhead,G1,1
farm_14,overhead,G3,1
farm_14,overhead,G3,0
farm_14,overhead,G2,1
farm_14,overhead,G3,1
farm_14,overhead,G4,1
farm_14,overhead,G1,1
farm_14,overhead,G1,1
farm_14,overhead,G1,1
farm_14,overhead,G3,0
farm_14,overhead,G1,1
farm_14,overhead,G2,1
farm_14,overhead,G1,1
farm_14,overhead,G2,1
farm_14,overhead,G4,1
farm_14,overhead,G1,0
farm_14,overhead,G4,1
farm_14,overhead,G4,1
farm_14,overhead,G2,1
farm_14,overhead,G2,1
farm_14,overhead,G2,0
farm_14,overhead,G4,1
farm_14,overhead,G3,1
farm_14,overhead,G3,0
farm_14,overhead,G2,1
farm_14,overhead,G4,0
farm_14,overhead,G2,1
farm_14,overhead,G2,1
farm_14,overhead,G4,1
farm_14,overhead,G3,0
farm_14,overhead,G1,0
farm_14,overhead,G3,0
farm_14,overhead,G4,1
farm_14,overhead,G1,1
farm_14,overhead,G2,1
farm_14,overhead,G3,1
farm_14,overhead,G2,1
farm_14,overhead,G2,1
farm_14,overhead,G1,1
farm_14,overhead,G2,1
farm_14,overhead,G4,1
farm_15,rainfed,G1,1
farm_15,rainfed,G3,1
farm_15,rainfed,G1,1
farm_15,rainfed,G2,1
farm_15,rainfed,G2,1
farm_15,rainfed,G4,1
farm_15,rainfed,G4,1
farm_15,rainfed,G4,1
farm_15,rainfed,G4,0
farm_15,rainfed,G1,0
farm_15,rainfed,G4,1
farm_15,rainfed,G4,0
farm_15,rainfed,G3,0
farm_15,rainfed,G1,0
farm_15,rainfed,G3,0
farm_15,rainfed,G2,1
farm_15,rainfed,G3,0
farm_15,rainfed,G3,1
farm_15,rainfed,G3,0
farm_15,rainfed,G1,0
farm_15,rainfed,G4,1
farm_15,rainfed,G1,1
farm_15,rainfed,G4,1
farm_15,rainfed,G1,1
farm_15,rainfed,G4,1
farm_15,rainfed,G1,1
farm_15,rainfed,G2,0
farm_15,rainfed,G2,0
farm_15,rainfed,G1,1
farm_15,rainfed,G4,1
farm_15,rainfed,G1,1
farm_15,rainfed,G4,1
farm_15,rainfed,G2,0
farm_15,rainfed,G1,1
farm_15,rainfed,G3,1
farm_15,rainfed,G2,0
farm_15,rainfed,G1,1
farm_15,rainfed,G1,0
farm_15,rainfed,G2,1
farm_15,rainfed,G1,0
farm_15,rainfed,G3,1
farm_15,rainfed,G3,0
farm_15,rainfed,G4,1
farm_15,rainfed,G4,0
farm_15,rainfed,G1,1
farm_15,rainfed,G3,1
farm_15,rainfed,G4,1
farm_15,rainfed,G4,1
farm_15,rainfed,G1,0
farm_15,rainfed,G3,0
farm_15,rainfed,G3,1
farm_15,rainfed,G2,1
farm_15,rainfed,G2,1
farm_15,rainfed,G2,1
farm_15,rainfed,G4,1
farm_15,rainfed,G4,0
farm_15,rainfed,G3,1
farm_15,rainfed,G3,0
farm_15,rainfed,G3,1
farm_15,rainfed,G1,1
farm_15,rainfed,G3,1
farm_15,rainfed,G2,0
farm_15,rainfed,G1,1
farm_15,rainfed,G4,0
farm_15,rainfed,G3,1
farm_15,rainfed,G4,0
farm_15,rainfed,G4,1
farm_15,rainfed,G1,1
farm_15,rainfed,G4,0
farm_15,rainfed,G3,0
farm_15,rainfed,G3,1
farm_15,rainfed,G1,1
farm_15,rainfed,G1,1
farm_15,rainfed,G4,0
farm_15,rainfed,G1,0
farm_15,rainfed,G4,1
farm_15,rainfed,G1,1
farm_15,rainfed,G3,1
farm_15,rainfed,G4,1
farm_15,rainfed,G2,1
farm_15,rainfed,G1,1
farm_15,rainfed,G2,1
farm_15,rainfed,G1,1
farm_15,rainfed,G3,1
farm_15,rainfed,G1,0
farm_15,rainfed,G4,1
farm_15,rainfed,G1,1
farm_16,overhead,G2,1
farm_16,overhead,G4,1
farm_16,overhead,G1,1
farm_16,overhead,G3,1
farm_16,overhead,G4,1
farm_16,overhead,G2,0
farm_16,overhead,G2,1
farm_16,overhead,G3,0
farm_16,overhead,G2,1
farm_16,overhead,G4,1
farm_16,overhead,G1,1
farm_16,overhead,G1,1
farm_16,overhead,G1,0
farm_16,overhead,G1,1
farm_16,overhead,G1,1
farm_16,overhead,G2,1
farm_16,overhead,G4,1
farm_16,overhead,G1,1
farm_16,overhead,G3,1
farm_16,overhead,G1,0
farm_16,overhead,G3,1
farm_16,overhead,G4,1
farm_16,overhead,G4,1
farm_16,overhead,G2,0
farm_16,overhead,G3,1
farm_16,overhead,G4,1
farm_16,overhead,G1,1
farm_16,overhead,G3,1
farm_16,overhead,G2,1
farm_16,overhead,G1,1
farm_16,overhead,G3,0
farm_16,overhead,G2,1
farm_16,overhead,G3,1
farm_16,overhead,G3,0
farm_16,overhead,G2,1
farm_16,overhead,G1,0
farm_16,overhead,G4,1
farm_16,overhead,G1,1
farm_16,overhead,G1,0
farm_16,overhead,G2,1
farm_16,overhead,G4,1
farm_16,overhead,G1,1
farm_16,overhead,G2,1
farm_16,overhead,G1,1
farm_16,overhead,G2,0
farm_16,overhead,G4,1
farm_16,overhead,G3,1
farm_16,overhead,G3,1
farm_16,overhead,G3,0
farm_16,overhead,G4,1
farm_16,overhead,G1,1
farm_16,overhead,G1,1
farm_16,overhead,G2,1
farm_16,overhead,G1,1
farm_16,overhead,G2,0
farm_16,overhead,G1,1
farm_16,overhead,G1,0
farm_16,overhead,G1,1
farm_16,overhead,G2,1
farm_16,overhead,G2,1
farm_16,overhead,G4,1
farm_16,overhead,G4,1
farm_16,overhead,G4,1
farm_16,overhead,G3,0
farm_16,overhead,G4,0
farm_16,overhead,G3,1
farm_16,overhead,G4,1
farm_16,overhead,G3,0
farm_16,overhead,G1,1
farm_16,overhead,G1,1
farm_16,overhead,G2,0
farm_16,overhead,G1,1
farm_16,overhead,G4,0
farm_16,overhead,G1,1
farm_16,overhead,G1,0
farm_16,overhead,G4,1
farm_16,overhead,G2,1
farm_16,overhead,G1,1
farm_16,overhead,G1,1
farm_16,overhead,G1,0
farm_16,overhead,G1,1
farm_16,overhead,G3,0
farm_16,overhead,G2,1
farm_16,overhead,G2,1
farm_16,overhead,G1,0
farm_16,overhead,G4,1
farm_17,rainfed,G1,1
farm_17,rainfed,G4,1
farm_17,rainfed,G2,1
farm_17,rainfed,G3,0
farm_17,rainfed,G3,1
farm_17,rainfed,G3,0
farm_17,rainfed,G4,0
farm_17,rainfed,G4,1
farm_17,rainfed,G2,1
farm_17,rainfed,G2,0
farm_17,rainfed,G1,1
farm_17,rainfed,G4,0
farm_17,rainfed,G2,1
farm_17,rainfed,G3,0
farm_17,rainfed,G1,1
farm_17,rainfed,G2,1
farm_17,rainfed,G3,1
farm_17,rainfed,G1,1
farm_17,rainfed,G3,1
farm_17,rainfed,G3,0
farm_17,rainfed,G3,1
farm_17,rainfed,G1,0
farm_17,rainfed,G1,1
farm_17,rainfed,G3,0
farm_17,rainfed,G2,1
farm_17,rainfed,G4,0
farm_17,rainfed,G3,1
farm_17,rainfed,G1,1
farm_17,rainfed,G1,0
farm_17,rainfed,G4,0
farm_17,rainfed,G4,1
farm_17,rainfed,G4,1
farm_17,rainfed,G1,0
farm_17,rainfed,G1,1
farm_17,rainfed,G1,0
farm_17,rainfed,G4,0
farm_17,rainfed,G3,0
farm_17,rainfed,G3,1
farm_17,rainfed,G4,1
farm_17,rainfed,G4,1
farm_17,rainfed,G3,0
farm_17,rainfed,G4,1
farm_17,rainfed,G3,1
farm_17,rainfed,G2,0
farm_17,rainfed,G3,0
farm_17,rainfed,G3,0
farm_17,rainfed,G1,1
farm_17,rainfed,G1,1
farm_17,rainfed,G4,1
farm_17,rainfed,G2,1
farm_17,rainfed,G1,0
farm_17,rainfed,G3,0
farm_17,rainfed,G2,1
farm_17,rainfed,G1,0
farm_17,rainfed,G3,1
farm_17,rainfed,G1,1
farm_17,rainfed,G1,1
farm_17,rainfed,G3,1
farm_17,rainfed,G4,1
farm_17,rainfed,G4,1
farm_17,rainfed,G3,0
farm_17,rainfed,G2,1
farm_17,rainfed,G4,0
farm_17,rainfed,G1,1
farm_17,rainfed,G4,1
farm_17,rainfed,G3,1
farm_17,rainfed,G3,0
farm_17,rainfed,G2,1
farm_17,rainfed,G4,0
farm_17,rainfed,G3,1
farm_17,rainfed,G4,1
farm_17,rainfed,G4,1
farm_17,rainfed,G3,0
farm_17,rainfed,G3,1
farm_17,rainfed,G1,1
farm_17,rainfed,G2,1
farm_17,rainfed,G3,1
farm_17,rainfed,G4,1
farm_17,rainfed,G3,0
farm_17,rainfed,G2,0
farm_17,rainfed,G3,0
farm_17,rainfed,G1,0
farm_17,rainfed,G1,0
farm_17,rainfed,G4,1
farm_17,rainfed,G3,1
farm_17,rainfed,G2,1
farm_17,rainfed,G2,1
farm_17,rainfed,G1,1
farm_17,rainfed,G1,0
farm_18,rainfed,G3,1
farm_18,rainfed,G2,0
farm_18,rainfed,G1,1
farm_18,rainfed,G3,0
farm_18,rainfed,G1,0
farm_18,rainfed,G3,0
farm_18,rainfed,G4,1
farm_18,rainfed,G1,1
farm_18,rainfed,G2,1
farm_18,rainfed,G3,1
farm_18,rainfed,G4,0
farm_18,rainfed,G2,1
farm_18,rainfed,G3,1
farm_18,rainfed,G4,1
farm_18,rainfed,G4,0
farm_18,rainfed,G2,1
farm_18,rainfed,G4,1
farm_18,rainfed,G2,1
farm_18,rainfed,G2,1
farm_18,rainfed,G3,0
farm_18,rainfed,G4,1
farm_18,rainfed,G4,1
farm_18,rainfed,G2,0
farm_18,rainfed,G2,1
farm_18,rainfed,G4,1
farm_18,rainfed,G3,1
farm_18,rainfed,G4,1
farm_18,rainfed,G3,0
farm_18,rainfed,G3,0
farm_18,rainfed,G4,1
farm_18,rainfed,G2,0
farm_18,rainfed,G3,0
farm_18,rainfed,G1,0
farm_18,rainfed,G2,1
farm_18,rainfed,G2,1
farm_18,rainfed,G2,1
farm_18,rainfed,G4,1
farm_18,rainfed,G3,1
farm_18,rainfed,G1,1
farm_18,rainfed,G4,0
farm_18,rainfed,G1,1
farm_18,rainfed,G4,1
farm_18,rainfed,G3,1
farm_18,rainfed,G1,1
farm_18,rainfed,G2,1
farm_18,rainfed,G1,1
farm_18,rainfed,G4,0
farm_18,rainfed,G1,1
farm_18,rainfed,G3,0
farm_18,rainfed,G1,1
farm_18,rainfed,G1,0
farm_18,rainfed,G2,1
farm_18,rainfed,G4,1
farm_18,rainfed,G2,0
farm_18,rainfed,G3,0
farm_18,rainfed,G3,0
farm_18,rainfed,G4,1
farm_18,rainfed,G3,0
farm_18,rainfed,G4,0
farm_18,rainfed,G3,1
farm_18,rainfed,G3,1
farm_18,rainfed,G2,1
farm_18,rainfed,G1,0
farm_18,rainfed,G4,1
farm_18,rainfed,G4,0
farm_18,rainfed,G4,1
farm_18,rainfed,G4,1
farm_18,rainfed,G2,0
farm_18,rainfed,G4,0
farm_18,rainfed,G3,0
farm_18,rainfed,G3,0
farm_18,rainfed,G2,0
farm_18,rainfed,G4,1
farm_18,rainfed,G2,0
farm_18,rainfed,G2,0
farm_18,rainfed,G2,1
farm_18,rainfed,G2,0
farm_18,rainfed,G3,0
farm_18,rainfed,G3,1
farm_18,rainfed,G2,1
farm_18,rainfed,G3,0
farm_18,rainfed,G1,0
farm_18,rainfed,G4,1
farm_18,rainfed,G1,0
farm_18,rainfed,G4,0
farm_18,rainfed,G3,0
farm_18,rainfed,G2,1
farm_18,rainfed,G1,1
farm_19,drip,G3,0
farm_19,drip,G3,1
farm_19,drip,G4,1
farm_19,drip,G2,1
farm_19,drip,G4,1
farm_19,drip,G2,1
farm_19,drip,G3,1
farm_19,drip,G4,1
farm_19,drip,G4,1
farm_19,drip,G3,1
farm_19,drip,G1,1
farm_19,drip,G2,1
farm_19,drip,G1,1
farm_19,drip,G1,1
farm_19,drip,G3,1
farm_19,drip,G4,1
farm_19,drip,G1,1
farm_19,drip,G2,1
farm_19,drip,G2,1
farm_19,drip,G3,0
farm_19,drip,G2,1
farm_19,drip,G3,1
farm_19,drip,G3,1
farm_19,drip,G4,1
farm_19,drip,G4,1
farm_19,drip,G4,1
farm_19,drip,G2,0
farm_19,drip,G3,0
farm_19,drip,G4,1
farm_19,drip,G3,1
farm_19,drip,G4,1
farm_19,drip,G2,1
farm_19,drip,G4,1
farm_19,drip,G2,1
farm_19,drip,G3,1
farm_19,drip,G4,1
farm_19,drip,G3,0
farm_19,drip,G2,1
farm_19,drip,G1,1
farm_19,drip,G1,1
farm_19,drip,G3,1
farm_19,drip,G3,1
farm_19,drip,G4,1
farm_19,drip,G1,1
farm_19,drip,G4,1
farm_19,drip,G2,1
farm_19,drip,G4,1
farm_19,drip,G2,1
farm_19,drip,G4,1
farm_19,drip,G3,1
farm_19,drip,G2,1
farm_19,drip,G3,1
farm_19,drip,G1,1
farm_19,drip,G2,1
farm_19,drip,G4,1
farm_19,drip,G4,1
farm_19,drip,G2,1
farm_19,drip,G4,1
farm_19,drip,G1,1
farm_19,drip,G3,1
farm_19,drip,G2,1
farm_19,drip,G3,1
farm_19,drip,G3,1
farm_19,drip,G4,1
farm_19,drip,G1,1
farm_19,drip,G4,1
farm_19,drip,G2,1
farm_19,drip,G2,1
farm_19,drip,G1,0
farm_19,drip,G1,1
farm_19,drip,G2,1
farm_19,drip,G4,1
farm_19,drip,G3,1
farm_19,drip,G3,1
farm_19,drip,G3,1
farm_19,drip,G4,1
farm_19,drip,G2,1
farm_19,drip,G2,1
farm_19,drip,G3,1
farm_19,drip,G4,1
farm_19,drip,G1,1
farm_19,drip,G3,0
farm_19,drip,G1,1
farm_19,drip,G3,1
farm_19,drip,G3,0
farm_19,drip,G3,0
farm_19,drip,G4,1
farm_19,drip,G4,1
farm_19,drip,G2,1
farm_19,drip,G4,1
farm_19,drip,G1,0
farm_19,drip,G4,1
farm_19,drip,G1,1
farm_19,drip,G4,1
farm_19,drip,G3,1
farm_19,drip,G1,1
farm_19,drip,G2,1
farm_19,drip,G4,1
farm_20,rainfed,G3,0
farm_20,rainfed,G2,0
farm_20,rainfed,G3,0
farm_20,rainfed,G1,1
farm_20,rainfed,G4,0
farm_20,rainfed,G2,1
farm_20,rainfed,G3,0
farm_20,rainfed,G3,1
farm_20,rainfed,G4,0
farm_20,rainfed,G2,0
farm_20,rainfed,G3,0
farm_20,rainfed,G2,1
farm_20,rainfed,G3,1
farm_20,rainfed,G2,0
farm_20,rainfed,G4,1
farm_20,rainfed,G4,1
farm_20,rainfed,G1,0
farm_20,rainfed,G1,0
farm_20,rainfed,G3,0
farm_20,rainfed,G3,0
farm_20,rainfed,G4,0
farm_20,rainfed,G2,1
farm_20,rainfed,G2,0
farm_20,rainfed,G2,1
farm_20,rainfed,G4,1
farm_20,rainfed,G2,1
farm_20,rainfed,G2,1
farm_20,rainfed,G1,1
farm_20,rainfed,G4,0
farm_20,rainfed,G1,0
farm_20,rainfed,G3,0
farm_20,rainfed,G4,1
farm_20,rainfed,G3,1
farm_20,rainfed,G2,0
farm_20,rainfed,G2,1
farm_20,rainfed,G4,0
farm_20,rainfed,G3,1
farm_20,rainfed,G1,1
farm_20,rainfed,G3,0
farm_20,rainfed,G2,1
farm_20,rainfed,G4,0
farm_20,rainfed,G4,1
farm_20,rainfed,G1,0
farm_20,rainfed,G3,0
farm_20,rainfed,G2,1
farm_20,rainfed,G2,0
farm_20,rainfed,G3,1
farm_20,rainfed,G4,0
farm_20,rainfed,G1,1
farm_20,rainfed,G3,0
farm_20,rainfed,G1,1
farm_20,rainfed,G2,1
farm_20,rainfed,G1,1
farm_20,rainfed,G1,1
farm_20,rainfed,G4,1
farm_20,rainfed,G4,0
farm_20,rainfed,G1,0
farm_20,rainfed,G4,1
farm_20,rainfed,G4,1
farm_20,rainfed,G1,1
farm_20,rainfed,G1,1
farm_20,rainfed,G2,0
farm_20,rainfed,G4,1
farm_20,rainfed,G4,0
farm_20,rainfed,G4,0
farm_20,rainfed,G3,0
farm_20,rainfed,G2,1
farm_20,rainfed,G2,0
farm_20,rainfed,G4,1
farm_20,rainfed,G4,1
farm_20,rainfed,G2,1
farm_20,rainfed,G1,0
farm_20,rainfed,G1,0
farm_20,rainfed,G4,0
farm_20,rainfed,G3,0
farm_20,rainfed,G2,1
farm_20,rainfed,G4,0
farm_20,rainfed,G3,0
farm_20,rainfed,G3,0
farm_20,rainfed,G2,0
farm_20,rainfed,G1,1
farm_20,rainfed,G1,1
farm_20,rainfed,G2,0
farm_21,overhead,G3,1
farm_21,overhead,G2,0
farm_21,overhead,G4,1
farm_21,overhead,G2,0
farm_21,overhead,G3,1
farm_21,overhead,G1,1
farm_21,overhead,G2,1
farm_21,overhead,G2,1
farm_21,overhead,G1,1
farm_21,overhead,G3,1
farm_21,overhead,G3,1
farm_21,overhead,G4,1
farm_21,overhead,G4,1
farm_21,overhead,G1,0
farm_21,overhead,G3,1
farm_21,overhead,G4,1
farm_21,overhead,G1,1
farm_21,overhead,G3,1
farm_21,overhead,G3,0
farm_21,overhead,G3,1
farm_21,overhead,G2,1
farm_21,overhead,G4,1
farm_21,overhead,G4,1
farm_21,overhead,G2,1
farm_21,overhead,G4,1
farm_21,overhead,G1,1
farm_21,overhead,G3,1
farm_21,overhead,G2,1
farm_21,overhead,G3,1
farm_21,overhead,G3,1
farm_21,overhead,G4,1
farm_21,overhead,G3,1
farm_21,overhead,G4,0
farm_21,overhead,G3,0
farm_21,overhead,G4,1
farm_21,overhead,G2,1
farm_21,overhead,G2,1
farm_21,overhead,G2,1
farm_21,overhead,G1,1
farm_21,overhead,G2,1
farm_21,overhead,G4,1
farm_21,overhead,G4,1
farm_21,overhead,G1,1
farm_21,overhead,G2,1
farm_21,overhead,G3,1
farm_21,overhead,G2,1
farm_21,overhead,G1,1
farm_21,overhead,G1,1
farm_21,overhead,G3,1
farm_21,overhead,G1,1
farm_21,overhead,G1,1
farm_21,overhead,G4,1
farm_21,overhead,G2,1
farm_21,overhead,G3,1
farm_21,overhead,G3,0
farm_21,overhead,G3,1
farm_21,overhead,G1,1
farm_21,overhead,G2,1
farm_21,overhead,G4,1
farm_21,overhead,G2,1
farm_21,overhead,G1,1
farm_21,overhead,G2,1
farm_21,overhead,G4,1
farm_21,overhead,G1,0
farm_21,overhead,G4,1
farm_21,overhead,G3,1
farm_21,overhead,G3,0
farm_21,overhead,G1,0
farm_21,overhead,G3,1
farm_21,overhead,G3,1
farm_21,overhead,G2,1
farm_21,overhead,G2,1
farm_21,overhead,G4,1
farm_21,overhead,G2,1
farm_21,overhead,G1,1
farm_21,overhead,G2,1
farm_21,overhead,G2,1
farm_21,overhead,G4,1
farm_21,overhead,G4,1
farm_21,overhead,G2,1
farm_21,overhead,G3,1
farm_21,overhead,G4,0
farm_21,overhead,G1,1
farm_21,overhead,G3,1
farm_21,overhead,G2,1
farm_21,overhead,G2,1
farm_21,overhead,G2,1
farm_21,overhead,G2,1
farm_21,overhead,G2,1
farm_21,overhead,G4,1
farm_21,overhead,G4,1
farm_21,overhead,G4,0
farm_21,overhead,G1,1
farm_22,rainfed,G3,1
farm_22,rainfed,G3,0
farm_22,rainfed,G3,0
farm_22,rainfed,G2,1
farm_22,rainfed,G4,0
farm_22,rainfed,G2,1
farm_22,rainfed,G2,0
farm_22,rainfed,G3,0
farm_22,rainfed,G3,0
farm_22,rainfed,G1,1
farm_22,rainfed,G3,1
farm_22,rainfed,G3,0
farm_22,rainfed,G1,0
farm_22,rainfed,G4,0
farm_22,rainfed,G2,0
farm_22,rainfed,G1,1
farm_22,rainfed,G3,0
farm_22,rainfed,G3,0
farm_22,rainfed,G2,1
farm_22,rainfed,G1,1
farm_22,rainfed,G3,0
farm_22,rainfed,G3,0
farm_22,rainfed,G3,0
farm_22,rainfed,G1,0
farm_22,rainfed,G2,1
farm_22,rainfed,G4,0
farm_22,rainfed,G2,0
farm_22,rainfed,G2,1
farm_22,rainfed,G1,0
farm_22,rainfed,G3,1
farm_22,rainfed,G4,0
farm_22,rainfed,G1,1
farm_22,rainfed,G3,0
farm_22,rainfed,G2,1
farm_22,rainfed,G1,0
farm_22,rainfed,G3,0
farm_22,rainfed,G4,1
farm_22,rainfed,G4,0
farm_22,rainfed,G3,1
farm_22,rainfed,G3,0
farm_22,rainfed,G1,0
farm_22,rainfed,G4,0
farm_22,rainfed,G3,0
farm_22,rainfed,G4,1
farm_22,rainfed,G1,0
farm_22,rainfed,G2,1
farm_22,rainfed,G3,0
farm_22,rainfed,G2,0
farm_22,rainfed,G1,0
farm_22,rainfed,G2,1
farm_22,rainfed,G3,1
farm_22,rainfed,G4,0
farm_22,rainfed,G2,0
farm_22,rainfed,G3,0
farm_22,rainfed,G3,0
farm_22,rainfed,G2,0
farm_22,rainfed,G1,0
farm_22,rainfed,G4,0
farm_22,rainfed,G3,0
farm_22,rainfed,G1,1
farm_22,rainfed,G2,1
farm_22,rainfed,G2,0
farm_22,rainfed,G3,0
farm_22,rainfed,G1,0
farm_22,rainfed,G3,0
farm_22,rainfed,G4,0
farm_22,rainfed,G1,0
farm_22,rainfed,G3,0
farm_22,rainfed,G3,1
farm_22,rainfed,G3,1
farm_22,rainfed,G4,1
farm_22,rainfed,G2,1
farm_22,rainfed,G2,0
farm_22,rainfed,G3,0
farm_22,rainfed,G4,0
farm_22,rainfed,G4,0
farm_22,rainfed,G3,0
farm_22,rainfed,G1,1
farm_22,rainfed,G4,0
farm_22,rainfed,G1,1
farm_22,rainfed,G2,0
